user_id,gross_usd,net_usd,dt,type
102073,7.2,6.38,2022-01-03 11:41:50.917109,4
102077,9.38,7.48,2022-01-03 08:25:22.815228,3
102078,2.06,1.38,2022-01-05 00:26:20.271803,5
102084,9.26,7.94,2022-01-04 18:00:02.808028,4
102098,3.62,2.39,2022-01-07 01:10:53.946539,1
102133,5.12,3.3,2022-01-01 13:36:13.305733,6
102164,6.41,5.11,2022-01-03 17:43:25.742057,1
102235,11.22,10.3,2022-01-03 08:19:40.235802,6
102240,9.43,6.91,2022-01-02 03:00:03.996040,5
102242,7.31,5.79,2022-01-03 16:02:20.401404,1
102255,9.11,7.92,2022-01-06 15:20:11.016110,5
102272,4.21,3.39,2022-01-04 11:39:11.075511,1
102290,5.41,3.84,2022-01-02 15:11:22.242822,3
102291,1.05,0.18,2022-01-05 10:37:55.582756,4
102309,5.38,5.06,2022-01-01 15:57:56.014760,6
102316,8.98,8.42,2022-01-03 12:30:03.186032,3
102319,7.24,6.84,2022-01-06 22:36:49.918099,2
102345,7.28,6.15,2022-01-07 13:51:13.170732,6
102369,4.08,2.6,2022-01-02 13:25:47.331473,2
102379,5.14,4.3,2022-01-06 04:53:59.600396,2
102462,6.99,4.68,2022-01-04 13:23:44.210242,3
102475,4.93,3.91,2022-01-06 02:42:45.889659,2
102503,5.84,4.16,2022-01-06 14:53:19.207992,5
102505,9.45,8.31,2022-01-04 20:57:30.850509,3
102563,5.54,5.0,2022-01-04 23:06:29.775898,4
102573,0.74,0.02,2022-01-01 18:14:29.840698,3
102628,10.64,9.92,2022-01-06 10:07:33.388534,2
102629,3.41,3.18,2022-01-06 08:44:43.178832,6
102629,4.21,3.87,2022-01-07 16:13:57.656377,6
102691,6.37,5.2,2022-01-05 11:01:47.677077,6
102696,2.21,1.68,2022-01-03 21:16:39.117991,6
102753,5.96,4.53,2022-01-07 06:25:18.279183,2
102799,3.63,2.52,2022-01-04 23:11:10.578706,3
102802,7.47,5.96,2022-01-06 13:24:29.570696,5
102814,3.77,2.72,2022-01-03 01:35:18.873189,2
102833,6.84,6.24,2022-01-03 17:05:48.087481,4
102845,8.07,7.02,2022-01-05 06:53:28.280083,3
102917,6.69,5.99,2022-01-01 17:43:59.006390,2
102956,5.04,3.96,2022-01-05 08:24:21.470615,3
102960,6.53,5.57,2022-01-03 08:45:24.651247,3
102990,4.35,3.29,2022-01-04 14:32:03.931239,1
103030,7.48,6.56,2022-01-01 18:05:08.235082,5
103058,7.65,6.88,2022-01-03 10:28:05.464855,5
103133,2.63,0.8,2022-01-02 21:26:25.779858,5
103187,5.26,3.44,2022-01-05 11:55:42.525425,3
103190,6.06,4.53,2022-01-03 00:50:45.630456,5
103206,1.05,0.9,2022-01-03 18:26:12.279723,4
103206,12.28,12.01,2022-01-01 15:24:36.698767,3
103215,11.73,10.01,2022-01-06 14:15:41.553416,6
103253,9.76,9.32,2022-01-04 04:34:53.492935,4
103271,7.87,6.49,2022-01-04 03:30:24.030240,4
103282,7.34,5.75,2022-01-02 16:50:07.182072,5
103290,4.69,3.36,2022-01-04 22:56:23.241832,1
103290,8.22,7.63,2022-01-06 14:04:05.162452,1
103336,8.18,7.49,2022-01-03 15:42:07.333273,6
103367,3.82,2.63,2022-01-04 12:37:41.110611,2
103370,4.49,3.4,2022-01-04 09:02:12.949329,2
103372,4.79,4.58,2022-01-07 16:33:20.180002,1
103410,4.14,2.88,2022-01-07 10:38:57.791378,6
103412,12.99,11.8,2022-01-05 03:03:46.478265,3
103482,8.65,7.25,2022-01-04 08:49:46.013860,4
103494,7.72,7.62,2022-01-02 17:33:38.648186,3
103494,8.86,8.56,2022-01-01 17:34:54.248942,6
103515,7.4,5.55,2022-01-07 11:04:36.590766,5
103523,9.84,9.03,2022-01-04 11:25:08.667087,3
103625,6.57,5.88,2022-01-06 13:57:54.502745,4
103677,5.1,4.61,2022-01-04 03:08:57.953380,3
103687,4.37,3.49,2022-01-05 09:35:46.521465,6
103710,6.57,5.22,2022-01-03 21:22:38.545585,2
103713,4.79,3.79,2022-01-02 00:53:36.704167,5
103722,3.75,3.34,2022-01-07 10:26:36.471965,3
103749,4.39,4.0,2022-01-07 13:56:38.901989,3
103753,3.72,2.65,2022-01-07 07:29:58.973990,2
103773,2.86,2.25,2022-01-07 13:43:38.270183,4
103793,6.85,6.15,2022-01-06 22:44:52.898929,2
103804,11.37,10.13,2022-01-04 02:53:59.384394,4
103807,6.3,5.53,2022-01-02 05:24:12.722527,4
103815,3.94,2.91,2022-01-06 04:41:38.280983,3
103872,12.88,12.07,2022-01-04 09:23:33.410134,6
103873,7.57,6.19,2022-01-03 10:31:22.026820,6
103905,10.86,9.75,2022-01-02 17:25:30.051301,3
103938,9.41,8.74,2022-01-04 07:45:39.015390,1
103946,3.72,3.18,2022-01-02 09:10:37.962380,5
103983,6.23,5.31,2022-01-03 10:43:15.265953,2
104032,8.9,7.69,2022-01-02 07:21:46.489065,2
104064,9.13,7.95,2022-01-03 01:15:50.733507,5
104084,8.5,7.66,2022-01-05 13:41:56.749167,1
104111,4.01,3.24,2022-01-03 13:32:01.015210,3
104143,1.24,0.56,2022-01-02 12:48:43.373234,5
104162,9.91,8.37,2022-01-05 18:20:02.052021,2
104171,12.79,12.25,2022-01-04 11:24:18.122581,3
104181,3.1,1.84,2022-01-05 04:38:52.391324,2
104181,5.58,4.55,2022-01-01 12:57:22.642426,5
104182,6.68,4.81,2022-01-04 12:19:54.059941,3
104187,6.64,4.85,2022-01-02 01:02:18.997390,4
104235,7.46,6.86,2022-01-01 18:15:20.385204,6
104279,2.69,1.85,2022-01-05 19:23:01.657817,4
104342,0.84,0.71,2022-01-05 10:57:29.338493,1
104393,6.24,5.27,2022-01-07 11:47:11.896319,2
104410,8.99,7.93,2022-01-06 04:33:35.300153,3
104417,6.16,4.66,2022-01-05 03:02:22.237422,2
104429,7.68,6.32,2022-01-06 01:50:20.898209,2
104452,6.72,5.89,2022-01-04 23:36:15.681757,5
104494,5.85,5.35,2022-01-03 21:20:51.840518,4
104514,1.19,0.65,2022-01-05 17:47:55.744757,1
104533,9.34,7.96,2022-01-05 09:12:28.123481,6
104541,3.85,2.38,2022-01-05 00:47:46.348663,6
104545,9.2,8.27,2022-01-04 06:03:48.746287,1
104550,7.85,6.91,2022-01-06 03:25:49.275493,5
104556,2.77,1.63,2022-01-07 06:56:00.345603,2
104584,6.17,5.64,2022-01-06 11:01:45.085051,1
104609,10.85,9.9,2022-01-05 06:45:08.451085,4
104612,3.35,2.99,2022-01-06 13:13:54.956350,5
104633,1.9,0.76,2022-01-02 01:56:13.845738,6
104657,9.55,8.9,2022-01-04 14:46:06.339663,2
104672,8.24,7.29,2022-01-04 03:22:49.129691,5
104714,4.73,3.73,2022-01-06 03:28:32.141121,4
104750,8.12,7.27,2022-01-06 11:54:26.924669,1
104764,4.68,3.97,2022-01-06 11:55:06.237062,5
104796,5.36,4.72,2022-01-05 13:35:51.705517,6
104799,6.66,5.93,2022-01-01 18:44:55.058951,4
104823,7.46,5.84,2022-01-02 13:41:47.677077,1
104826,7.91,6.93,2022-01-02 21:29:03.029430,5
104850,4.26,4.21,2022-01-05 06:23:03.061831,3
104876,5.96,5.66,2022-01-05 20:01:13.008730,5
104947,9.52,7.82,2022-01-07 13:49:43.313833,3
104955,4.1,3.79,2022-01-06 16:53:18.991990,1
104960,3.32,3.13,2022-01-03 15:29:34.781748,6
104964,9.4,8.18,2022-01-01 23:54:21.740617,6
105065,8.33,8.22,2022-01-06 16:03:48.098281,4
105092,3.13,2.1,2022-01-04 03:45:39.447394,6
105113,6.91,5.23,2022-01-03 14:17:47.266673,2
105132,4.38,3.59,2022-01-05 09:02:21.589416,4
105159,7.18,6.64,2022-01-05 21:04:18.230582,1
105162,7.9,6.39,2022-01-01 13:23:12.673927,2
105182,1.4,0.72,2022-01-02 18:45:59.859599,2
105190,8.96,7.69,2022-01-02 05:37:02.122221,4
105193,5.37,4.56,2022-01-05 02:27:04.984250,6
105225,12.14,9.99,2022-01-04 19:28:01.900819,1
105292,8.86,6.84,2022-01-03 19:51:34.122941,6
105313,0.86,0.14,2022-01-07 23:33:19.423994,1
105339,5.75,4.21,2022-01-04 18:11:27.966880,5
105370,10.64,9.36,2022-01-07 00:15:46.089461,3
105380,6.36,5.95,2022-01-07 06:49:10.373504,3
105384,10.19,9.18,2022-01-06 04:54:38.912789,5
105496,4.88,3.87,2022-01-04 10:36:11.469715,2
105498,4.35,3.48,2022-01-03 01:13:41.564216,4
105533,5.17,4.67,2022-01-02 20:36:54.886149,6
105539,1.39,0.47,2022-01-04 00:07:22.804428,2
105587,9.47,8.15,2022-01-02 02:37:13.678337,6
105659,5.96,5.61,2022-01-04 03:55:06.669067,3
105702,8.52,7.42,2022-01-07 22:53:38.216182,2
105753,5.07,4.12,2022-01-02 17:22:35.953560,3
105785,2.68,1.26,2022-01-02 20:56:45.490055,4
105820,9.85,9.54,2022-01-04 07:04:16.718567,6
105845,2.94,1.3,2022-01-05 08:52:03.823238,4
105926,7.29,5.86,2022-01-07 06:48:36.677167,5
105955,8.46,6.69,2022-01-06 22:43:39.890199,4
105958,8.74,7.47,2022-01-05 14:34:44.204842,3
105974,10.15,8.27,2022-01-03 10:29:46.553866,5
105984,6.44,6.05,2022-01-07 21:18:26.687067,5
105995,8.23,7.52,2022-01-03 02:24:04.838448,6
105999,8.0,6.48,2022-01-05 08:26:47.488075,1
106003,12.28,11.06,2022-01-03 06:11:03.774638,2
106017,10.01,9.64,2022-01-04 18:21:00.804608,1
106108,9.88,8.98,2022-01-06 19:13:14.995950,5
106195,3.91,2.86,2022-01-02 09:08:34.409144,6
106226,10.97,9.77,2022-01-07 05:52:15.811358,6
106275,11.68,10.33,2022-01-06 10:49:12.533525,6
106291,8.67,8.12,2022-01-05 14:49:14.693547,1
106297,6.38,4.91,2022-01-06 18:40:51.840518,6
106310,2.3,1.4,2022-01-07 04:44:35.402754,5
106327,11.2,9.38,2022-01-05 05:45:36.639366,4
106378,4.06,3.78,2022-01-01 16:50:04.158042,5
106396,7.54,5.96,2022-01-01 23:51:38.874989,3
106405,5.95,5.18,2022-01-03 23:21:14.088741,6
106438,4.25,3.9,2022-01-06 17:31:13.494735,3
106440,7.42,7.04,2022-01-03 14:01:58.153182,1
106481,4.74,4.03,2022-01-03 17:24:08.834488,2
106530,3.51,2.57,2022-01-05 15:44:39.398794,5
106586,7.16,5.57,2022-01-06 18:32:32.011520,5
106601,4.96,3.54,2022-01-02 08:11:22.998830,2
106616,2.61,2.15,2022-01-07 13:36:37.065971,4
106649,7.24,6.31,2022-01-05 05:51:30.450905,5
106657,1.49,0.21,2022-01-06 10:24:41.126811,2
106705,7.71,6.36,2022-01-03 09:09:44.825848,3
106710,4.66,3.58,2022-01-05 18:20:18.900189,1
106721,7.06,6.18,2022-01-01 22:28:20.585006,1
106736,7.46,6.08,2022-01-05 21:30:58.806588,3
106738,5.16,3.67,2022-01-01 21:04:17.366574,3
106763,1.57,0.15,2022-01-03 18:30:41.850419,3
106790,6.53,4.89,2022-01-06 01:50:48.978490,1
106795,10.74,9.26,2022-01-01 18:19:55.571956,3
106801,2.72,1.82,2022-01-07 04:58:54.659347,3
106817,6.96,6.61,2022-01-01 17:12:03.931239,2
106834,4.97,4.49,2022-01-05 03:07:59.200792,1
106874,9.21,8.09,2022-01-01 15:18:59.735397,2
106896,6.53,5.72,2022-01-03 18:39:18.527585,5
106901,5.86,4.88,2022-01-07 09:25:40.419404,3
106910,8.95,7.53,2022-01-04 12:42:16.297363,5
106930,6.0,5.3,2022-01-02 10:17:05.362254,1
106937,10.7,9.5,2022-01-01 19:51:28.074881,1
107022,6.09,5.65,2022-01-02 03:45:55.863559,4
107036,11.18,10.29,2022-01-03 09:48:01.792818,5
107073,11.74,10.91,2022-01-05 17:47:33.280533,2
107091,3.84,3.32,2022-01-07 09:10:02.538025,2
107142,7.15,6.01,2022-01-07 08:33:37.892179,6
107219,7.42,6.77,2022-01-03 09:55:14.229142,2
107238,10.18,8.28,2022-01-01 22:40:08.208082,6
107243,11.7,10.67,2022-01-04 11:20:44.712447,5
107266,8.33,7.19,2022-01-06 03:37:20.050401,4
107292,4.73,3.44,2022-01-03 14:55:36.153362,6
107389,7.82,6.76,2022-01-03 18:46:02.883629,4
107413,5.57,5.0,2022-01-01 23:52:35.035550,1
107462,7.65,7.39,2022-01-06 10:45:16.659167,5
107463,6.97,6.3,2022-01-07 10:23:08.677887,1
107468,4.31,4.01,2022-01-06 19:13:14.995950,1
107506,1.56,1.1,2022-01-04 14:40:34.992350,2
107520,2.93,1.77,2022-01-01 12:45:40.635406,5
107520,4.37,3.19,2022-01-04 14:43:57.170372,1
107520,4.61,3.71,2022-01-04 09:36:39.657997,1
107542,5.82,4.32,2022-01-02 14:22:58.741787,6
107556,9.2,7.2,2022-01-05 12:21:55.021150,1
107615,6.7,5.44,2022-01-02 03:18:02.278823,1
107630,1.12,0.6,2022-01-06 19:18:51.959320,2
107631,5.1,4.7,2022-01-02 01:21:19.056791,2
107639,8.89,8.8,2022-01-07 14:22:45.781658,6
107643,5.09,3.57,2022-01-03 08:51:35.310953,2
107711,8.46,7.45,2022-01-01 20:59:47.795878,6
107750,4.98,4.17,2022-01-04 03:38:15.778958,2
107821,11.59,10.08,2022-01-04 21:07:37.384574,1
107833,10.19,8.87,2022-01-03 02:20:42.660427,6
107836,5.03,3.89,2022-01-02 11:20:44.280443,6
107866,7.0,6.42,2022-01-02 05:16:43.438034,3
107934,13.79,12.65,2022-01-04 13:34:24.440644,6
107954,7.11,6.46,2022-01-05 05:23:14.401944,6
107954,9.21,7.78,2022-01-05 06:21:05.124651,6
107992,7.54,6.69,2022-01-07 15:06:39.711997,4
108026,5.97,4.7,2022-01-04 02:37:08.494285,6
108065,3.27,2.73,2022-01-03 18:05:31.131311,2
108072,5.34,4.48,2022-01-06 05:55:18.117181,4
108091,7.52,5.08,2022-01-04 07:32:38.383584,4
108092,5.19,4.42,2022-01-04 11:11:00.642606,6
108102,6.98,5.97,2022-01-02 05:56:58.342183,5
108157,6.53,5.43,2022-01-05 13:22:56.689767,3
108190,6.22,5.28,2022-01-07 21:10:18.090181,5
108255,2.74,2.7,2022-01-04 00:33:29.684097,5
108255,5.13,4.84,2022-01-04 02:15:53.649536,6
108374,10.98,9.41,2022-01-02 01:14:34.700747,1
108403,2.37,1.94,2022-01-07 18:00:11.880119,3
108491,11.51,10.22,2022-01-06 08:21:07.932679,5
108503,3.95,2.82,2022-01-04 01:36:06.825668,6
108530,8.15,6.94,2022-01-04 12:06:08.499685,1
108543,5.52,4.98,2022-01-05 09:24:38.210782,3
108588,6.1,6.04,2022-01-06 02:50:43.254433,1
108638,3.8,3.23,2022-01-05 02:19:24.467645,4
108638,7.68,6.95,2022-01-02 06:04:50.090901,5
108645,4.22,3.54,2022-01-03 21:13:28.172082,1
108653,4.81,3.43,2022-01-04 21:45:26.271263,5
108660,5.35,4.41,2022-01-02 01:48:50.177302,5
108676,7.04,6.23,2022-01-05 21:15:26.541265,4
108691,8.07,7.2,2022-01-03 10:54:06.728467,2
108705,10.8,9.68,2022-01-06 10:47:25.828458,1
108714,7.85,6.45,2022-01-05 09:31:50.647106,5
108715,4.88,3.53,2022-01-07 14:28:39.593196,1
108715,5.41,4.64,2022-01-07 00:19:25.115651,2
108741,5.8,4.87,2022-01-05 07:21:44.329043,1
108742,8.78,7.35,2022-01-04 13:04:49.766898,3
108754,9.44,8.11,2022-01-06 16:16:43.114031,6
108760,2.65,1.61,2022-01-02 09:14:11.372514,5
108778,8.3,7.48,2022-01-06 09:17:23.182432,2
108787,6.68,5.74,2022-01-04 02:47:37.492575,4
108806,3.32,2.04,2022-01-06 20:34:40.964810,4
108828,4.17,3.34,2022-01-04 01:25:15.363154,2
108846,7.97,6.86,2022-01-01 20:28:15.184952,6
108846,9.21,7.79,2022-01-01 14:22:44.485645,4
108849,4.23,3.74,2022-01-03 04:04:42.098821,6
108872,9.81,8.59,2022-01-03 20:29:23.009630,6
108875,8.84,7.31,2022-01-05 17:44:16.718567,6
108902,10.32,8.2,2022-01-05 17:50:27.378274,3
108905,7.09,6.47,2022-01-06 05:36:23.673837,2
108939,2.67,0.92,2022-01-02 13:44:08.078481,5
109002,4.34,3.31,2022-01-04 13:09:13.721537,3
109048,8.42,8.09,2022-01-05 01:44:46.526865,5
109079,1.51,0.24,2022-01-05 15:21:15.384754,1
109079,3.12,1.48,2022-01-07 15:37:16.162362,3
109079,9.61,8.13,2022-01-02 15:24:00.410404,2
109132,5.01,3.89,2022-01-06 03:51:05.610656,1
109135,6.08,5.28,2022-01-01 23:33:01.279813,6
109136,4.94,4.79,2022-01-03 18:38:16.750968,1
109161,5.92,5.11,2022-01-03 16:39:52.439924,4
109198,7.97,6.63,2022-01-07 14:12:22.399424,1
109208,7.6,5.82,2022-01-05 20:28:44.129241,6
109211,6.66,5.54,2022-01-06 05:04:34.214742,4
109215,7.5,6.81,2022-01-06 10:27:18.376384,3
109281,2.68,2.17,2022-01-03 16:21:48.541085,5
109309,4.2,4.02,2022-01-04 18:44:52.898929,4
109325,9.04,7.81,2022-01-04 01:19:32.783728,4
109342,6.24,4.87,2022-01-07 07:03:12.781928,2
109349,6.55,6.0,2022-01-02 02:33:12.187922,4
109385,8.45,7.84,2022-01-02 20:48:31.277113,3
109427,7.97,7.14,2022-01-05 23:55:13.149131,1
109441,7.04,5.29,2022-01-06 19:05:51.327513,3
109446,5.07,4.75,2022-01-06 16:09:58.757988,3
109527,5.65,4.38,2022-01-03 17:06:21.783818,3
109549,5.27,4.06,2022-01-02 09:47:08.224282,6
109554,6.88,6.33,2022-01-05 19:36:13.521735,5
109571,6.21,5.25,2022-01-05 17:24:42.962830,3
109588,9.15,7.46,2022-01-02 16:17:15.946359,1
109605,9.18,8.44,2022-01-05 08:20:03.132031,5
109641,8.49,8.45,2022-01-06 00:38:22.151022,3
109656,6.36,4.6,2022-01-04 11:53:47.180272,6
109674,7.47,6.61,2022-01-04 14:06:58.828188,3
109676,4.6,3.63,2022-01-03 15:37:20.914409,6
109700,4.91,3.82,2022-01-07 12:04:25.250653,5
109716,11.63,10.02,2022-01-02 08:28:58.817388,4
109717,8.46,7.71,2022-01-01 21:44:21.038610,2
109718,12.03,10.94,2022-01-05 16:57:00.610206,6
109737,4.9,4.17,2022-01-03 08:14:08.888489,5
109756,4.4,4.02,2022-01-04 23:59:34.079741,6
109773,9.99,8.82,2022-01-04 01:35:55.593556,1
109775,7.23,5.68,2022-01-07 15:15:27.621276,1
109784,8.81,7.48,2022-01-04 06:53:08.407884,2
109785,6.41,5.58,2022-01-02 00:56:36.417964,3
109814,8.84,7.22,2022-01-05 00:32:02.851229,2
109847,5.83,5.53,2022-01-02 17:23:54.578346,6
109868,4.12,3.78,2022-01-04 04:57:10.114301,6
109870,9.98,9.33,2022-01-06 20:26:43.600036,4
109878,6.19,5.1,2022-01-06 11:17:17.350374,6
109882,3.05,2.5,2022-01-02 21:22:29.905499,2
109930,4.5,4.37,2022-01-05 05:04:48.038880,3
109963,10.78,8.05,2022-01-06 19:46:56.776168,6
110005,8.63,7.38,2022-01-01 18:11:07.662677,5
110008,4.95,4.8,2022-01-06 12:42:22.345423,5
110018,6.87,6.68,2022-01-02 01:53:53.444334,4
110035,6.13,5.08,2022-01-03 09:45:07.695077,6
110063,8.74,7.67,2022-01-05 22:46:30.963910,4
110086,4.33,2.93,2022-01-04 21:08:39.161192,5
110134,9.2,7.5,2022-01-02 17:12:35.035550,3
110166,5.32,4.56,2022-01-07 00:08:33.653137,1
110197,4.93,4.07,2022-01-02 16:05:28.323283,2
110204,0.67,0.6,2022-01-05 14:34:44.204842,3
110304,3.05,2.43,2022-01-02 05:17:56.446764,4
110304,10.67,10.23,2022-01-07 22:39:02.111421,5
110374,2.1,1.26,2022-01-07 19:35:40.257403,1
110420,8.8,7.29,2022-01-02 13:00:25.380254,4
110423,1.87,0.97,2022-01-07 11:32:41.407614,2
110428,6.19,5.55,2022-01-04 15:18:29.495095,3
110429,8.34,6.87,2022-01-04 20:46:56.236162,1
110459,6.69,5.36,2022-01-02 12:53:29.792098,4
110500,7.88,7.21,2022-01-03 20:26:40.144001,1
110510,8.66,7.44,2022-01-02 16:07:26.260463,2
110524,1.5,0.68,2022-01-04 19:27:45.052651,6
110546,4.92,3.99,2022-01-07 08:42:42.649626,6
110585,7.99,6.82,2022-01-04 17:12:57.931779,4
110596,6.83,5.62,2022-01-07 02:45:03.699037,4
110596,8.66,8.1,2022-01-06 18:20:33.156332,2
110779,8.36,7.61,2022-01-05 11:26:13.467735,1
110859,7.06,5.97,2022-01-03 19:58:40.943209,5
110893,6.87,6.1,2022-01-04 02:16:32.961930,1
110893,9.39,8.4,2022-01-04 10:12:36.223562,4
110900,12.15,10.85,2022-01-04 11:05:12.447124,5
110914,6.23,4.9,2022-01-04 14:21:01.236612,3
110958,4.04,3.82,2022-01-03 14:39:58.271983,6
110989,4.34,2.81,2022-01-06 19:42:32.821528,4
111072,1.03,0.18,2022-01-04 23:57:24.910449,4
111089,10.24,9.12,2022-01-06 16:46:51.484115,6
111090,6.38,5.39,2022-01-06 00:56:26.049860,5
111095,8.44,7.84,2022-01-07 13:58:03.142831,2
111122,6.47,6.31,2022-01-04 00:09:48.821888,3
111122,10.11,9.34,2022-01-07 08:05:33.075331,3
111144,5.1,3.69,2022-01-05 02:35:24.813248,4
111150,7.1,5.04,2022-01-07 11:24:55.274953,1
111168,8.62,8.42,2022-01-06 10:25:14.823148,6
111226,5.4,4.04,2022-01-04 18:59:06.539465,2
111231,1.97,1.46,2022-01-07 05:40:00.108001,2
111236,6.99,6.8,2022-01-02 12:12:29.959500,6
111242,13.27,11.87,2022-01-03 21:45:45.711457,5
111282,5.41,3.43,2022-01-02 14:03:02.521825,6
111303,8.53,7.2,2022-01-01 19:58:57.359374,6
111321,9.03,7.38,2022-01-04 17:08:39.593196,5
111334,2.07,0.5,2022-01-04 21:09:29.705697,6
111353,8.42,7.75,2022-01-04 16:23:15.805958,2
111383,10.16,9.23,2022-01-07 14:00:06.696067,2
111399,2.62,2.15,2022-01-03 04:37:38.950590,2
111445,9.59,8.5,2022-01-07 20:24:26.222662,4
111489,5.65,4.69,2022-01-05 20:17:52.666727,6
111495,4.19,2.61,2022-01-06 01:16:27.885879,3
111506,6.87,5.69,2022-01-01 12:32:45.619656,3
111507,8.44,6.55,2022-01-03 08:11:03.558636,3
